product_name,category,brand,price,product_id
Levi's Men's Kurta,Fashion,Levi's,4861.95,1157
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,1663.13,1158
Boat Smart Watch,Electronics,Boat,2751.35,1159
Reynolds Fiction,Books,Reynolds,1527.15,1160
Parle Organic Product,Grocery,Parle,7666.78,1161
JBL Headphones,Electronics,JBL,1235.86,1162
Prestige Bedding,Home,Prestige,12322.49,1163
Reebok Gym Equipment,Sports,Reebok,60824.98,1164
Apple Smart Watch,Electronics,Apple,3681.95,1165
Biba Women's Footwear,Fashion,Biba,568.69,1166
Reebok Yoga Accessories,Sports,Reebok,622.1,1167
Dove Women's Skincare,Beauty,Dove,3585.4,1168
Patanjali Beverages,Grocery,Patanjali,1736.88,1169
Samsung Laptop,Electronics,Samsung,3257.99,1170
Garnier Women's Haircare,Beauty,Garnier,1896.98,1171
Boat Smart Watch,Electronics,Boat,2739.8,1172
Parker Academic,Books,Parker,5350.14,1173
Allen Solly Men's Jeans,Fashion,Allen Solly,68491.8,1174
Penguin Fiction,Books,Penguin,14106.07,1175
Apple Smart Watch,Electronics,Apple,4662.83,1176
JBL Smart Watch,Electronics,JBL,9894.73,1177
Godrej Storage Solution,Home,Godrej,8206.94,1178
Xiaomi Laptop,Electronics,Xiaomi,506.12,1179
Samsung Laptop,Electronics,Samsung,9178.59,1180
Home Centre Furniture,Home,Home Centre,13397.04,1181
Penguin Non-fiction,Books,Penguin,927.0,1182
Lenovo Smart Watch,Electronics,Lenovo,833.39,1183
Sony Tablet,Electronics,Sony,10904.14,1184
Fabfurnish Furniture,Home,Fabfurnish,1433.56,1185
Parker Children's Book,Books,Parker,14467.06,1186
Fabindia Women's Jeans,Fashion,Fabindia,350.55,1187
Lenovo Laptop,Electronics,Lenovo,2596.23,1188
Nike Women's T-shirt,Fashion,Nike,1778.89,1189
Sugar Cosmetics Women's Skincare,Beauty,Sugar Cosmetics,6169.24,1190
Pepe Jeans Men's T-shirt,Fashion,Pepe Jeans,1213.29,1191
Biba Saree,Fashion,Biba,703.09,1192
Decathlon Gym Equipment,Sports,Decathlon,4120.01,1193
Home Centre Furniture,Home,Home Centre,12011.92,1194
Nivea Women's Skincare,Beauty,Nivea,1968.95,1195
Nestle Staples,Grocery,Nestle,3561.51,1196
Biba Women's Kurta,Fashion,Biba,1353.8,1197
H&M Men's T-shirt,Fashion,H&M,99696.76,1198
Reynolds Academic,Books,Reynolds,470.91,1199
Mamaearth Men's Grooming Kit,Beauty,Mamaearth,4441.46,1200
Pigeon Home Decor,Home,Pigeon,911.29,1201
Vivo Smartphone,Electronics,Vivo,3274.2,1202
Nike Dress,Fashion,Nike,98968.14,1203
Amul Staples,Grocery,Amul,7292.05,1204
LG Bedding,Home,LG,78766.62,1205
W Saree,Fashion,W,245.31,1206
Nivia Gym Equipment,Sports,Nivia,183.04,1207
Lenovo Camera,Electronics,Lenovo,841.53,1208
W Men's Footwear,Fashion,W,1595.93,1209
Adidas Men's Kurta,Fashion,Adidas,69563.97,1210
H&M Women's Footwear,Fashion,H&M,485.11,1211
Organic India Snacks,Grocery,Organic India,9143.11,1212
Classmate Non-fiction,Books,Classmate,217.07,1213
H&M Women's Footwear,Fashion,H&M,4747.63,1214
Zara Men's Footwear,Fashion,Zara,124.95,1215
Cosco Sportswear,Sports,Cosco,60113.67,1216
Lenovo Laptop,Electronics,Lenovo,4429.49,1217
Godrej Furniture,Home,Godrej,3806.42,1218
Pepe Jeans Men's Kurta,Fashion,Pepe Jeans,9898.06,1219
H&M Women's Footwear,Fashion,H&M,322.08,1220
Reynolds Fiction,Books,Reynolds,2786.56,1221
Dell Tablet,Electronics,Dell,2089.75,1222
Nike Women's T-shirt,Fashion,Nike,37082.51,1223
Harper Collins Academic,Books,Harper Collins,12690.71,1224
Lenovo Camera,Electronics,Lenovo,2231.2,1225
Puma Gym Equipment,Sports,Puma,4508.87,1226
Apple Camera,Electronics,Apple,9918.35,1227
Reynolds Academic,Books,Reynolds,2266.7,1228
Biotique Women's Makeup,Beauty,Biotique,6754.72,1229
Parker Non-fiction,Books,Parker,9317.17,1230
Lenovo Headphones,Electronics,Lenovo,39338.69,1231
Nike Women's Jeans,Fashion,Nike,14714.86,1232
Nivia Yoga Accessories,Sports,Nivia,3420.43,1233
Penguin Non-fiction,Books,Penguin,369.13,1234
Tata Beverages,Grocery,Tata,13689.4,1235
Realme Camera,Electronics,Realme,10128.09,1236
Pigeon Storage Solution,Home,Pigeon,6418.51,1237
Realme Smartphone,Electronics,Realme,1014.4,1238
HP Camera,Electronics,HP,8135.86,1239
JBL Laptop,Electronics,JBL,50237.19,1240
Whirlpool Furniture,Home,Whirlpool,4400.08,1241
L'Oreal Women's Makeup,Beauty,L'Oreal,5627.86,1242
Van Heusen Women's Kurta,Fashion,Van Heusen,13817.97,1243
Fabindia Men's Footwear,Fashion,Fabindia,3086.78,1244
Zara Men's Footwear,Fashion,Zara,4298.46,1245
JBL Tablet,Electronics,JBL,1567.43,1246
Penguin Non-fiction,Books,Penguin,5130.69,1247
Tata Staples,Grocery,Tata,1199.21,1248
Mamaearth Women's Skincare,Beauty,Mamaearth,8076.02,1249
Realme Smart Watch,Electronics,Realme,8872.09,1250
Allen Solly Women's Kurta,Fashion,Allen Solly,3809.31,1251
LG Bedding,Home,LG,2290.56,1252
Adidas Men's Jeans,Fashion,Adidas,537.94,1253
Reebok Outdoor Gear,Sports,Reebok,934.78,1254
Zara Men's Jeans,Fashion,Zara,469.4,1255
Pepe Jeans Saree,Fashion,Pepe Jeans,418.85,1256
OnePlus Smartphone,Electronics,OnePlus,1832.44,1257
Nykaa Women's Haircare,Beauty,Nykaa,794.02,1258
Parker Non-fiction,Books,Parker,13895.02,1259
Van Heusen Women's Jeans,Fashion,Van Heusen,8340.38,1260
Decathlon Sportswear,Sports,Decathlon,7223.24,1261
Mamaearth Women's Makeup,Beauty,Mamaearth,12613.42,1262
Organic India Beverages,Grocery,Organic India,423.85,1263
Harper Collins Children's Book,Books,Harper Collins,249.39,1264
LG Kitchen Appliance,Home,LG,64348.72,1265
Pepe Jeans Women's T-shirt,Fashion,Pepe Jeans,152.26,1266
Godrej Furniture,Home,Godrej,4365.0,1267
Prestige Storage Solution,Home,Prestige,87936.15,1268
Nivia Yoga Accessories,Sports,Nivia,125.38,1269
Parle Snacks,Grocery,Parle,3660.64,1270
Nykaa Women's Skincare,Beauty,Nykaa,856.96,1271
Nike Dress,Fashion,Nike,3916.22,1272
Home Centre Storage Solution,Home,Home Centre,747.05,1273
Cosco Sportswear,Sports,Cosco,12535.55,1274
Pigeon Bedding,Home,Pigeon,11658.46,1275
Puma Men's Jeans,Fashion,Puma,4193.22,1276
Maybelline Men's Grooming Kit,Beauty,Maybelline,36747.97,1277
Reebok Yoga Accessories,Sports,Reebok,883.06,1278
Parle Organic Product,Grocery,Parle,12191.94,1279
Nykaa Women's Haircare,Beauty,Nykaa,39964.75,1280
Sugar Cosmetics Women's Haircare,Beauty,Sugar Cosmetics,1772.65,1281
Classmate Academic,Books,Classmate,1521.65,1282
Parle Snacks,Grocery,Parle,3998.77,1283
Home Centre Storage Solution,Home,Home Centre,3974.96,1284
Boat Headphones,Electronics,Boat,58.82,1285
Pigeon Bedding,Home,Pigeon,2867.96,1286
LG Bedding,Home,LG,3022.71,1287
Home Centre Bedding,Home,Home Centre,931.79,1288
Dell Camera,Electronics,Dell,3287.37,1289
Reebok Gym Equipment,Sports,Reebok,4713.62,1290
Puma Men's Footwear,Fashion,Puma,4427.84,1291
Vivo Smart Watch,Electronics,Vivo,3817.62,1292
IKEA Furniture,Home,IKEA,2627.7,1293
Cosco Outdoor Gear,Sports,Cosco,783.17,1294
Pepe Jeans Men's T-shirt,Fashion,Pepe Jeans,19083.61,1295
Sony Smartphone,Electronics,Sony,360.73,1296
IKEA Kitchen Appliance,Home,IKEA,2738.93,1297
Fabindia Saree,Fashion,Fabindia,2206.86,1298
Nivia Outdoor Gear,Sports,Nivia,258.64,1299
Xiaomi Smart Watch,Electronics,Xiaomi,2968.38,1300
IKEA Furniture,Home,IKEA,580.31,1301
Prestige Bedding,Home,Prestige,4851.82,1302
Home Centre Bedding,Home,Home Centre,2256.86,1303
Nivia Sportswear,Sports,Nivia,796.16,1304
ITC Organic Product,Grocery,ITC,9646.95,1305
HP Smart Watch,Electronics,HP,2613.0,1306
Puma Yoga Accessories,Sports,Puma,2617.92,1307
Fabfurnish Bedding,Home,Fabfurnish,2653.95,1308
JBL Tablet,Electronics,JBL,83384.69,1309
Lakme Women's Perfume,Beauty,Lakme,64474.48,1310
Whirlpool Bedding,Home,Whirlpool,1188.93,1311
Whirlpool Storage Solution,Home,Whirlpool,1833.52,1312
Biba Men's Footwear,Fashion,Biba,2318.96,1313
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,14537.32,1314
Godrej Kitchen Appliance,Home,Godrej,405.32,1315
H&M Women's Footwear,Fashion,H&M,3435.51,1316
JBL Tablet,Electronics,JBL,8542.11,1317
Prestige Home Decor,Home,Prestige,11891.99,1318
Biba Men's Jeans,Fashion,Biba,8787.29,1319
Nike Men's Footwear,Fashion,Nike,3381.72,1320
Xiaomi Laptop,Electronics,Xiaomi,3536.87,1321
OnePlus Headphones,Electronics,OnePlus,10337.81,1322
Garnier Women's Makeup,Beauty,Garnier,3119.63,1323
Sugar Cosmetics Women's Haircare,Beauty,Sugar Cosmetics,635.09,1324
Lenovo Camera,Electronics,Lenovo,83422.96,1325
Apple Laptop,Electronics,Apple,6207.0,1326
Britannia Snacks,Grocery,Britannia,650.47,1327
Parker Academic,Books,Parker,822.71,1328
Parker Non-fiction,Books,Parker,1608.28,1329
Zara Women's Jeans,Fashion,Zara,33467.09,1330
Allen Solly Women's Footwear,Fashion,Allen Solly,476.86,1331
Samsung Smartphone,Electronics,Samsung,13923.09,1332
IKEA Bedding,Home,IKEA,898.16,1333
Godrej Bedding,Home,Godrej,2028.81,1334
Fabindia Women's Jeans,Fashion,Fabindia,1870.0,1335
IKEA Kitchen Appliance,Home,IKEA,1042.24,1336
Pepe Jeans Men's Footwear,Fashion,Pepe Jeans,859.72,1337
Puma Women's Jeans,Fashion,Puma,3483.1,1338
LG Bedding,Home,LG,1848.67,1339
L'Oreal Women's Makeup,Beauty,L'Oreal,13245.73,1340
Xiaomi Camera,Electronics,Xiaomi,13693.47,1341
Organic India Beverages,Grocery,Organic India,431.3,1342
IKEA Bedding,Home,IKEA,4460.0,1343
H&M Women's Kurta,Fashion,H&M,14675.39,1344
Reebok Sportswear,Sports,Reebok,6235.96,1345
Vivo Tablet,Electronics,Vivo,58.29,1346
Tata Staples,Grocery,Tata,1353.4,1347
Adidas Men's Jeans,Fashion,Adidas,14047.35,1348
Nestle Organic Product,Grocery,Nestle,430.09,1349
Whirlpool Kitchen Appliance,Home,Whirlpool,4123.59,1350
Realme Smartphone,Electronics,Realme,12840.06,1351
Apple Tablet,Electronics,Apple,8912.37,1352
Lenovo Camera,Electronics,Lenovo,9482.63,1353
LG Kitchen Appliance,Home,LG,1361.66,1354
Pigeon Kitchen Appliance,Home,Pigeon,2860.08,1355
Nike Gym Equipment,Sports,Nike,264.92,1356
Adidas Women's Jeans,Fashion,Adidas,544.3,1357
Mamaearth Women's Perfume,Beauty,Mamaearth,4714.38,1358
Nykaa Women's Makeup,Beauty,Nykaa,12797.51,1359
Pepe Jeans Saree,Fashion,Pepe Jeans,3200.41,1360
Xiaomi Smartphone,Electronics,Xiaomi,10490.37,1361
JBL Headphones,Electronics,JBL,1545.91,1362
Classmate Non-fiction,Books,Classmate,4591.92,1363
Reebok Sportswear,Sports,Reebok,4166.74,1364
Lakme Women's Skincare,Beauty,Lakme,156.47,1365
Biotique Women's Makeup,Beauty,Biotique,3734.62,1366
Fabfurnish Furniture,Home,Fabfurnish,3227.74,1367
Nivia Sportswear,Sports,Nivia,8584.34,1368
Fabfurnish Storage Solution,Home,Fabfurnish,731.69,1369
Organic India Organic Product,Grocery,Organic India,6255.94,1370
Dell Laptop,Electronics,Dell,4782.97,1371
HP Camera,Electronics,HP,14260.9,1372
Allen Solly Saree,Fashion,Allen Solly,1066.46,1373
Nykaa Women's Haircare,Beauty,Nykaa,1678.42,1374
Pigeon Home Decor,Home,Pigeon,10408.68,1375
Puma Outdoor Gear,Sports,Puma,14910.09,1376
IKEA Home Decor,Home,IKEA,4648.06,1377
Reynolds Academic,Books,Reynolds,433.7,1378
Sugar Cosmetics Women's Skincare,Beauty,Sugar Cosmetics,469.62,1379
Adidas Sportswear,Sports,Adidas,3491.3,1380
Lenovo Tablet,Electronics,Lenovo,4974.54,1381
Pepe Jeans Dress,Fashion,Pepe Jeans,4109.86,1382
Realme Camera,Electronics,Realme,4246.23,1383
Allen Solly Dress,Fashion,Allen Solly,419.93,1384
Nike Yoga Accessories,Sports,Nike,13956.59,1385
Harper Collins Academic,Books,Harper Collins,3135.53,1386
Adidas Outdoor Gear,Sports,Adidas,3334.15,1387
H&M Dress,Fashion,H&M,359.22,1388
Classmate Non-fiction,Books,Classmate,867.11,1389
Cosco Outdoor Gear,Sports,Cosco,442.28,1390
Garnier Women's Haircare,Beauty,Garnier,31114.97,1391
LG Bedding,Home,LG,1779.95,1392
Nike Men's T-shirt,Fashion,Nike,2377.7,1393
Vivo Laptop,Electronics,Vivo,3297.85,1394
Dove Women's Makeup,Beauty,Dove,3561.0,1395
ITC Snacks,Grocery,ITC,973.45,1396
Tata Organic Product,Grocery,Tata,20.58,1397
ITC Beverages,Grocery,ITC,67.95,1398
Xiaomi Headphones,Electronics,Xiaomi,44.35,1399
Penguin Self-help,Books,Penguin,604.81,1400
Adidas Women's T-shirt,Fashion,Adidas,406.76,1401
Van Heusen Women's Kurta,Fashion,Van Heusen,11483.37,1402
Godrej Kitchen Appliance,Home,Godrej,14136.85,1403
Cosco Outdoor Gear,Sports,Cosco,746.14,1404
Decathlon Outdoor Gear,Sports,Decathlon,1216.96,1405
Pigeon Kitchen Appliance,Home,Pigeon,11140.54,1406
Nike Outdoor Gear,Sports,Nike,60563.76,1407
W Women's Kurta,Fashion,W,6715.34,1408
Adidas Dress,Fashion,Adidas,6641.67,1409
Godrej Kitchen Appliance,Home,Godrej,6035.78,1410
Nike Gym Equipment,Sports,Nike,57585.87,1411
Harper Collins Non-fiction,Books,Harper Collins,2195.93,1412
H&M Men's Kurta,Fashion,H&M,45263.39,1413
Dove Women's Perfume,Beauty,Dove,6702.01,1414
Apple Smartphone,Electronics,Apple,37190.77,1415
Van Heusen Dress,Fashion,Van Heusen,4513.64,1416
Nike Yoga Accessories,Sports,Nike,411.69,1417
HP Tablet,Electronics,HP,2953.82,1418
LG Kitchen Appliance,Home,LG,1685.01,1419
Puma Women's Jeans,Fashion,Puma,1747.04,1420
Adidas Yoga Accessories,Sports,Adidas,2002.25,1421
Nivea Men's Grooming Kit,Beauty,Nivea,316.44,1422
LG Bedding,Home,LG,3445.27,1423
Classmate Fiction,Books,Classmate,784.85,1424
Pigeon Kitchen Appliance,Home,Pigeon,6631.48,1425
Pepe Jeans Dress,Fashion,Pepe Jeans,290.06,1426
Fabindia Men's Footwear,Fashion,Fabindia,78094.04,1427
Biba Men's Jeans,Fashion,Biba,45113.23,1428
Dove Women's Makeup,Beauty,Dove,2716.79,1429
Puma Outdoor Gear,Sports,Puma,46514.59,1430
Sony Laptop,Electronics,Sony,4486.51,1431
Nivea Men's Perfume,Beauty,Nivea,407.13,1432
Boat Laptop,Electronics,Boat,9177.99,1433
Biba Women's T-shirt,Fashion,Biba,99830.78,1434
Garnier Women's Perfume,Beauty,Garnier,134.04,1435
Tata Beverages,Grocery,Tata,114.56,1436
Penguin Self-help,Books,Penguin,543.63,1437
HP Smartphone,Electronics,HP,3486.89,1438
Biotique Men's Haircare,Beauty,Biotique,6142.84,1439
Apple Camera,Electronics,Apple,4156.7,1440
Boat Smart Watch,Electronics,Boat,9211.05,1441
Apple Camera,Electronics,Apple,14319.57,1442
Home Centre Home Decor,Home,Home Centre,7763.84,1443
H&M Saree,Fashion,H&M,10593.47,1444
Parle Snacks,Grocery,Parle,7110.24,1445
H&M Men's Footwear,Fashion,H&M,2588.94,1446
JBL Smart Watch,Electronics,JBL,4943.8,1447
Allen Solly Women's Footwear,Fashion,Allen Solly,4600.43,1448
Adidas Yoga Accessories,Sports,Adidas,99192.66,1449
IKEA Furniture,Home,IKEA,12550.07,1450
Godrej Bedding,Home,Godrej,1277.15,1451
Penguin Fiction,Books,Penguin,7196.19,1452
Whirlpool Storage Solution,Home,Whirlpool,628.22,1453
Pigeon Kitchen Appliance,Home,Pigeon,2023.28,1454
Dove Women's Perfume,Beauty,Dove,3458.36,1455
Whirlpool Kitchen Appliance,Home,Whirlpool,505.2,1456
Dell Headphones,Electronics,Dell,1338.46,1457
Whirlpool Furniture,Home,Whirlpool,410.3,1458
Lakme Women's Skincare,Beauty,Lakme,98291.35,1459
Nike Saree,Fashion,Nike,934.81,1460
Godrej Home Decor,Home,Godrej,9947.8,1461
HP Smart Watch,Electronics,HP,3648.23,1462
Maybelline Men's Skincare,Beauty,Maybelline,64.33,1463
Adidas Men's T-shirt,Fashion,Adidas,2450.18,1464
Biotique Men's Grooming Kit,Beauty,Biotique,8303.34,1465
Adidas Saree,Fashion,Adidas,555.58,1466
Patanjali Organic Product,Grocery,Patanjali,2775.07,1467
Pepe Jeans Women's T-shirt,Fashion,Pepe Jeans,107.52,1468
Britannia Organic Product,Grocery,Britannia,12377.68,1469
Garnier Women's Makeup,Beauty,Garnier,226.53,1470
Whirlpool Bedding,Home,Whirlpool,2587.03,1471
Parker Children's Book,Books,Parker,2309.64,1472
Reynolds Self-help,Books,Reynolds,4631.82,1473
Pigeon Furniture,Home,Pigeon,1752.75,1474
Whirlpool Furniture,Home,Whirlpool,276.79,1475
L'Oreal Women's Makeup,Beauty,L'Oreal,645.3,1476
Biba Men's T-shirt,Fashion,Biba,7692.6,1477
Garnier Women's Haircare,Beauty,Garnier,205.68,1478
Reebok Outdoor Gear,Sports,Reebok,3999.27,1479
Fabindia Women's Footwear,Fashion,Fabindia,8443.7,1480
Home Centre Furniture,Home,Home Centre,228.27,1481
Puma Women's Footwear,Fashion,Puma,1456.15,1482
Reebok Yoga Accessories,Sports,Reebok,1598.52,1483
Adidas Dress,Fashion,Adidas,3566.06,1484
Levi's Men's T-shirt,Fashion,Levi's,4999.14,1485
Godrej Home Decor,Home,Godrej,7624.21,1486
Apple Headphones,Electronics,Apple,2137.29,1487
Nykaa Women's Haircare,Beauty,Nykaa,64147.61,1488
Mamaearth Women's Makeup,Beauty,Mamaearth,11758.36,1489
Pepe Jeans Women's T-shirt,Fashion,Pepe Jeans,672.7,1490
Adidas Men's Footwear,Fashion,Adidas,29002.85,1491
Godrej Bedding,Home,Godrej,60.39,1492
Nykaa Women's Perfume,Beauty,Nykaa,1714.86,1493
LG Storage Solution,Home,LG,6492.67,1494
Apple Smartphone,Electronics,Apple,8280.62,1495
Godrej Furniture,Home,Godrej,11825.52,1496
Nivia Yoga Accessories,Sports,Nivia,906.05,1497
Garnier Women's Perfume,Beauty,Garnier,2297.31,1498
Nike Outdoor Gear,Sports,Nike,30415.16,1499
LG Bedding,Home,LG,85988.32,1500
OnePlus Smart Watch,Electronics,OnePlus,2578.84,1501
Pigeon Home Decor,Home,Pigeon,12400.85,1502
Boat Tablet,Electronics,Boat,8076.11,1503
Allen Solly Women's Kurta,Fashion,Allen Solly,8918.22,1504
Boat Smartphone,Electronics,Boat,12690.26,1505
Fabindia Men's T-shirt,Fashion,Fabindia,13.89,1506
W Men's T-shirt,Fashion,W,351.37,1507
Boat Headphones,Electronics,Boat,638.39,1508
Godrej Kitchen Appliance,Home,Godrej,544.93,1509
Harper Collins Academic,Books,Harper Collins,816.47,1510
Adidas Men's T-shirt,Fashion,Adidas,1644.83,1511
Parle Organic Product,Grocery,Parle,5.55,1512
Reynolds Children's Book,Books,Reynolds,2461.16,1513
Biba Women's T-shirt,Fashion,Biba,1749.74,1514
Zara Women's Jeans,Fashion,Zara,7832.17,1515
Godrej Furniture,Home,Godrej,14937.45,1516
Fabfurnish Furniture,Home,Fabfurnish,8732.01,1517
Pigeon Storage Solution,Home,Pigeon,1927.16,1518
Lakme Men's Perfume,Beauty,Lakme,81354.13,1519
Fabfurnish Kitchen Appliance,Home,Fabfurnish,148.51,1520
Apple Laptop,Electronics,Apple,7004.22,1521
Zara Women's Kurta,Fashion,Zara,1784.0,1522
Nike Men's Jeans,Fashion,Nike,1150.61,1523
Adidas Dress,Fashion,Adidas,98089.34,1524
Home Centre Bedding,Home,Home Centre,86281.15,1525
Realme Smart Watch,Electronics,Realme,13543.46,1526
Boat Smartphone,Electronics,Boat,31969.44,1527
Fabindia Saree,Fashion,Fabindia,3694.47,1528
JBL Smart Watch,Electronics,JBL,8055.47,1529
Whirlpool Bedding,Home,Whirlpool,2775.25,1530
Pepe Jeans Men's Footwear,Fashion,Pepe Jeans,1279.22,1531
Pepe Jeans Women's Footwear,Fashion,Pepe Jeans,3803.05,1532
Organic India Organic Product,Grocery,Organic India,1202.29,1533
Lenovo Smart Watch,Electronics,Lenovo,867.81,1534
Parle Beverages,Grocery,Parle,8055.34,1535
IKEA Storage Solution,Home,IKEA,2000.51,1536
Parker Self-help,Books,Parker,12818.24,1537
IKEA Furniture,Home,IKEA,910.78,1538
Fabindia Men's Footwear,Fashion,Fabindia,13586.17,1539
LG Storage Solution,Home,LG,3139.79,1540
Classmate Non-fiction,Books,Classmate,6962.01,1541
Penguin Children's Book,Books,Penguin,24.29,1542
Nike Yoga Accessories,Sports,Nike,59506.37,1543
Prestige Home Decor,Home,Prestige,13759.66,1544
Allen Solly Saree,Fashion,Allen Solly,8195.19,1545
Pigeon Kitchen Appliance,Home,Pigeon,5159.64,1546
H&M Women's Jeans,Fashion,H&M,4341.79,1547
Home Centre Kitchen Appliance,Home,Home Centre,3111.39,1548
Sugar Cosmetics Women's Haircare,Beauty,Sugar Cosmetics,5155.55,1549
Zara Women's Kurta,Fashion,Zara,12915.53,1550
HP Smartphone,Electronics,HP,962.38,1551
H&M Women's Kurta,Fashion,H&M,9438.57,1552
Home Centre Storage Solution,Home,Home Centre,3593.47,1553
Godrej Furniture,Home,Godrej,3402.32,1554
Dell Tablet,Electronics,Dell,895.95,1555
Fabindia Women's Kurta,Fashion,Fabindia,3414.1,1556
Nike Yoga Accessories,Sports,Nike,49402.06,1557
Allen Solly Men's Jeans,Fashion,Allen Solly,713.46,1558
Apple Smartphone,Electronics,Apple,2865.24,1559
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,4853.91,1560
Adidas Outdoor Gear,Sports,Adidas,6327.02,1561
Britannia Organic Product,Grocery,Britannia,12150.04,1562
Levi's Dress,Fashion,Levi's,83.75,1563
Prestige Storage Solution,Home,Prestige,14230.46,1564
Classmate Academic,Books,Classmate,38.56,1565
Penguin Academic,Books,Penguin,2310.98,1566
Godrej Furniture,Home,Godrej,7080.28,1567
Fabindia Women's Jeans,Fashion,Fabindia,7956.76,1568
Van Heusen Women's Kurta,Fashion,Van Heusen,4281.58,1569
Adidas Women's Kurta,Fashion,Adidas,13157.8,1570
Godrej Furniture,Home,Godrej,2246.38,1571
Levi's Dress,Fashion,Levi's,424.94,1572
Biba Women's T-shirt,Fashion,Biba,5233.96,1573
Garnier Women's Perfume,Beauty,Garnier,10729.24,1574
Decathlon Sportswear,Sports,Decathlon,108.07,1575
Pepe Jeans Women's T-shirt,Fashion,Pepe Jeans,1555.37,1576
Decathlon Outdoor Gear,Sports,Decathlon,64593.1,1577
Puma Women's Footwear,Fashion,Puma,8002.93,1578
Pepe Jeans Men's Jeans,Fashion,Pepe Jeans,6977.98,1579
Prestige Furniture,Home,Prestige,9962.75,1580
Prestige Home Decor,Home,Prestige,2330.06,1581
Lenovo Smart Watch,Electronics,Lenovo,4374.04,1582
Fabfurnish Home Decor,Home,Fabfurnish,4819.17,1583
Godrej Home Decor,Home,Godrej,2955.44,1584
Prestige Home Decor,Home,Prestige,2342.9,1585
Allen Solly Men's Footwear,Fashion,Allen Solly,4355.56,1586
Classmate Self-help,Books,Classmate,4258.38,1587
Dell Smartphone,Electronics,Dell,4096.33,1588
Samsung Laptop,Electronics,Samsung,11896.98,1589
Boat Smartphone,Electronics,Boat,192.85,1590
Lakme Women's Perfume,Beauty,Lakme,3189.52,1591
Britannia Beverages,Grocery,Britannia,12870.97,1592
Fabfurnish Home Decor,Home,Fabfurnish,652.99,1593
Levi's Men's Footwear,Fashion,Levi's,1289.49,1594
Prestige Bedding,Home,Prestige,1388.77,1595
Pepe Jeans Women's Footwear,Fashion,Pepe Jeans,3682.46,1596
Sugar Cosmetics Men's Skincare,Beauty,Sugar Cosmetics,3633.99,1597
Godrej Furniture,Home,Godrej,1329.37,1598
Patanjali Beverages,Grocery,Patanjali,3949.43,1599
Decathlon Gym Equipment,Sports,Decathlon,1923.47,1600
Tata Beverages,Grocery,Tata,3892.19,1601
Dell Tablet,Electronics,Dell,13491.8,1602
Adidas Outdoor Gear,Sports,Adidas,2188.05,1603
JBL Laptop,Electronics,JBL,3030.26,1604
Puma Gym Equipment,Sports,Puma,822.42,1605
Sugar Cosmetics Women's Skincare,Beauty,Sugar Cosmetics,12269.51,1606
Nykaa Women's Skincare,Beauty,Nykaa,906.55,1607
Tata Beverages,Grocery,Tata,743.14,1608
Realme Smartphone,Electronics,Realme,57517.54,1609
Dell Laptop,Electronics,Dell,2472.24,1610
IKEA Furniture,Home,IKEA,6115.59,1611
Lakme Women's Perfume,Beauty,Lakme,684.03,1612
Biba Men's Jeans,Fashion,Biba,3028.23,1613
Cosco Gym Equipment,Sports,Cosco,24073.03,1614
Godrej Furniture,Home,Godrej,280.5,1615
Zara Men's T-shirt,Fashion,Zara,2886.96,1616
Parker Children's Book,Books,Parker,3872.77,1617
Sony Camera,Electronics,Sony,14992.16,1618
Adidas Men's T-shirt,Fashion,Adidas,23036.35,1619
Pepe Jeans Women's Jeans,Fashion,Pepe Jeans,504.56,1620
Van Heusen Women's Footwear,Fashion,Van Heusen,4652.0,1621
Pigeon Bedding,Home,Pigeon,36.3,1622
Penguin Fiction,Books,Penguin,6693.42,1623
Nivea Women's Perfume,Beauty,Nivea,462.51,1624
Decathlon Sportswear,Sports,Decathlon,3409.75,1625
Reynolds Children's Book,Books,Reynolds,415.69,1626
Tata Staples,Grocery,Tata,749.66,1627
Britannia Snacks,Grocery,Britannia,8131.18,1628
Mamaearth Women's Haircare,Beauty,Mamaearth,2349.85,1629
Pigeon Home Decor,Home,Pigeon,1294.77,1630
Nykaa Women's Haircare,Beauty,Nykaa,1703.22,1631
LG Furniture,Home,LG,257.27,1632
Maybelline Women's Haircare,Beauty,Maybelline,1374.93,1633
Pigeon Furniture,Home,Pigeon,13196.11,1634
Puma Men's T-shirt,Fashion,Puma,118.71,1635
Nivia Yoga Accessories,Sports,Nivia,3564.91,1636
Classmate Non-fiction,Books,Classmate,3970.83,1637
Cosco Gym Equipment,Sports,Cosco,5380.57,1638
Zara Saree,Fashion,Zara,6616.27,1639
Amul Beverages,Grocery,Amul,8425.7,1640
Xiaomi Headphones,Electronics,Xiaomi,72085.95,1641
Dove Women's Haircare,Beauty,Dove,23885.09,1642
IKEA Furniture,Home,IKEA,60335.14,1643
Levi's Men's T-shirt,Fashion,Levi's,19286.22,1644
Fabindia Women's T-shirt,Fashion,Fabindia,1018.21,1645
Whirlpool Home Decor,Home,Whirlpool,690.66,1646
Levi's Men's Footwear,Fashion,Levi's,554.44,1647
Fabfurnish Storage Solution,Home,Fabfurnish,794.7,1648
Mamaearth Men's Skincare,Beauty,Mamaearth,182.04,1649
Amul Beverages,Grocery,Amul,991.69,1650
